matrix_row,player_id,label,archetype,name,position,x,y
752,26456,2,Box-to-box engine,Luís Eduardo Schmidt,Center Attacking Midfield,1.9101758,6.7769823
753,26484,0,Shot-stopper,Antonio Baltasar Doblas Santana,Goalkeeper,13.878676,6.1590576
754,25254,1,Generalist,Diego Tardelli Martins,Left Wing,1.4282255,8.738366
755,20519,8,Stopper CB,Juan Gutiérrez Moreno,Left Center Back,-3.7802088,3.392307
756,26464,5,Wide progressive,Arturo García Muñoz,Right Center Midfield,2.0666816,1.7496634
757,26486,7,Aggressive stopper,Oscar López Hernández,Left Back,-2.8878906,4.5223694
758,26485,4,Creative playmaker,Daniel Martín Alexandre,Center Forward,2.4159913,-0.12582164
759,26201,7,Aggressive stopper,Fernando Varela Ramos,Left Back,-2.1060772,4.2608967
760,26450,1,Generalist,Robert de Pinho de Souza,Left Wing,0.012087746,11.831612
761,26062,-1,Uncategorised,Rubén Martín Pulido,Right Back,-1.8539168,1.1041805
762,26040,10,Aerial commander,Aníbal Samuel Matellán,Left Center Back,-1.9343768,0.113104105
763,20132,1,Generalist,Daniel González Güiza,Center Forward,1.9043063,7.9190474
764,26056,-1,Uncategorised,David García Cubillo,Center Defensive Midfield,1.7881813,3.620548
765,26059,0,Shot-stopper,Luis García Conde,Goalkeeper,15.742763,2.041967
766,24797,7,Aggressive stopper,Didier Domi,Left Back,-3.0403998,4.4012456
767,26108,3,Possession system elite,Eduardo Nascimento Costa,Right Defensive Midfield,-1.1403433,-2.4339836
768,26110,8,Stopper CB,Daniel Jarque Gonzalez,Left Center Back,-3.747946,3.3489702
769,23916,2,Box-to-box engine,Luis García Fernández,Left Wing,1.8110536,6.849179
770,26106,7,Aggressive stopper,Armando Miguel Correia de Sa,Right Back,-2.1751182,4.2511487
771,26104,8,Stopper CB,Fredson Câmara Pereira,Left Defensive Midfield,-3.028732,2.693085
772,26148,7,Aggressive stopper,José Moratón Taeño,Right Center Back,-3.017365,4.611942
773,26145,1,Generalist,Francisco Borja Enrique Ayesa,Left Center Back,-0.828371,11.424421
774,26146,0,Shot-stopper,Dudú Aouate,Goalkeeper,13.775362,6.3139563
775,26149,1,Generalist,Stephane Dalmat,Right Center Midfield,1.3175073,8.93312
776,26147,7,Aggressive stopper,Ayoze Díaz Díaz,Left Back,-2.874232,4.6074715
777,25430,5,Wide progressive,Felipe Melo de Carvalho,Left Center Midfield,2.6820548,2.4949691
778,26064,1,Generalist,Antonio Tomás González,Right Midfield,-0.14529346,11.583963
779,26071,1,Generalist,Víctor Javier Añino Bermúdez,Center Defensive Midfield,-0.3779097,11.843043
780,26066,5,Wide progressive,Juan José Expósito Ruíz,Center Forward,3.174563,4.524633
781,26144,2,Box-to-box engine,Francisco Javier Casquero Paredes,Center Defensive Midfield,0.9242415,6.1024914
782,26143,4,Creative playmaker,Hoalid Regragui,Left Back,0.07133327,-1.7689757
783,25918,7,Aggressive stopper,Delio Cesar Toledo,Left Back,-2.1839006,4.181684
784,25909,6,Defensive anchor,Albert Celades López,Right Center Midfield,0.542695,4.910187
785,25919,10,Aerial commander,Gabriel Alejandro Milito,Left Center Back,-2.9646087,0.6251828
786,25917,0,Shot-stopper,César Sánchez Domínguez,Goalkeeper,13.882762,5.9131036
787,25922,7,Aggressive stopper,Leonardo Daniel Ponzio,Right Back,-2.2271338,4.08075
788,25913,8,Stopper CB,Álvaro Luiz Maior de Aquino,Right Center Back,-2.858346,2.7101917
789,24520,6,Defensive anchor,Alberto Zapater Arjol,Left Center Midfield,1.5103409,5.032278
790,19294,4,Creative playmaker,Diego Alberto Milito,Center Forward,2.7608206,-0.78867626
791,25916,4,Creative playmaker,Ewerthon Henrique de Souza,Right Center Forward,2.2603972,-1.5051706
792,25911,5,Wide progressive,Óscar Javier González Marcos,Right Midfield,1.8513298,1.2363113
793,25915,4,Creative playmaker,Sávio Bortolini Pimentel,Left Wing,3.1169004,0.3435908
794,25920,5,Wide progressive,Jose María Movilla Cubero,Right Center Midfield,-0.1601081,-0.0942863
795,26123,2,Box-to-box engine,Peter Luccin,Left Defensive Midfield,1.4675181,6.6723504
796,26121,-1,Uncategorised,Ariel Miguel Santiago Ibagaza,Left Midfield,-0.83483505,3.5868034
797,26119,0,Shot-stopper,Leonardo Neoren Franco,Goalkeeper,13.740724,6.515932
798,26118,8,Stopper CB,Antonio López Guerrero,Left Back,-2.4799097,3.639444
799,26120,1,Generalist,Luis Amaranto Perea Mosquera,Right Center Back,-0.567268,10.500745
800,26122,6,Defensive anchor,Luciano Martín Galletti,Right Midfield,1.1604062,4.7111835
801,26117,8,Stopper CB,Pablo Ibáñez Tébar,Left Center Back,-3.9920478,3.7006314
802,19888,4,Creative playmaker,Martin Petrov,Left Midfield,2.8084552,0.4170111
803,25949,3,Possession system elite,Santiago Ezquerro Marín,Left Wing,0.45205525,-3.2985635
804,25998,6,Defensive anchor,Francisco Javier Farinós Zapata,Left Defensive Midfield,-1.1923691,2.3095727
805,25996,-1,Uncategorised,Cristiano Doni,Right Defensive Midfield,0.4457614,2.0482068
806,25994,7,Aggressive stopper,David Cortés Caballero,Right Back,-2.6385088,4.3426
807,25992,8,Stopper CB,José Carlos de Araújo Nunes,Left Center Back,-3.9345875,3.4920359
808,25995,4,Creative playmaker,Juan Fernando Arango Sáenz,Left Wing,0.11443613,-1.1132619
809,25993,3,Possession system elite,Yoshito Ōkubo,Center Attacking Midfield,0.78844583,-3.1600451
810,25991,10,Aerial commander,Eduardo Nicolás Tuzzio,Right Center Back,-3.061579,1.5239356
811,25956,7,Aggressive stopper,David Castedo Escudero,Left Back,-2.3969698,4.0025835
812,25950,8,Stopper CB,Aitor Ocio Carrión,Right Center Back,-3.3667507,3.187228
813,25948,1,Generalist,Jose Luis Martí Soler,Right Back,-0.24895827,10.510028
814,6821,3,Possession system elite,Jesús Navas González,Right Back,-0.248073,-3.1880698
815,25952,3,Possession system elite,Ivica Dragutinovic,Left Center Back,-1.9620314,-1.3778855
816,25960,4,Creative playmaker,Frédéric Oumar Kanouté,Left Center Forward,2.698519,-0.94349384
817,25946,0,Shot-stopper,Andrés Palop Cervera,Goalkeeper,14.343875,4.7242136
818,25954,2,Box-to-box engine,Enzo Maresca,Left Defensive Midfield,1.5935667,6.8638935
819,25962,5,Wide progressive,Javier Pedro Saviola Fernández,Right Center Forward,2.6524765,3.8526921
820,25958,2,Box-to-box engine,Jordi López Felpeto,Right Defensive Midfield,1.3824487,7.000804
821,25932,1,Generalist,Pablo Gabriel García Pérez,Right Defensive Midfield,0.2025171,10.807362
822,15584,7,Aggressive stopper,Iván Helguera Bujía,Left Center Back,-3.1378767,4.359096
823,15661,6,Defensive anchor,David Beckham,Left Defensive Midfield,0.8204562,3.3026955
824,15601,2,Box-to-box engine,Miguel Ángel Salgado Fernández,Right Back,0.58439565,6.020898
825,15074,2,Box-to-box engine,Zinédine Zidane,Center Attacking Midfield,1.3156015,6.327876
826,25926,6,Defensive anchor,Roberto Carlos da Silva,Left Back,-0.19521184,4.141776
827,25928,4,Creative playmaker,Ronaldo Luíz Nazário de Lima,Center Forward,2.8710737,0.6121572
828,25930,5,Wide progressive,Róbson de Souza,Left Wing,3.024284,3.1812277
829,15607,1,Generalist,Raúl González Blanco,Right Wing,1.4036907,8.847491
830,25924,6,Defensive anchor,José Maria Gutiérrez Hernández,Left Defensive Midfield,0.32301533,3.8503218
831,25923,4,Creative playmaker,Júlio César Clement Baptista,Left Wing,3.0335364,-0.18078913
832,26088,1,Generalist,Jesús María Lacruz Gómez,Right Center Back,-1.0804951,11.070449
833,26035,3,Possession system elite,Francisco Javier Yeste Navarro,Left Attacking Midfield,-0.7230539,-2.8770761
834,26084,0,Shot-stopper,Iñaki Lafuente Sancha,Goalkeeper,13.782567,6.5376453
835,26030,1,Generalist,Ander Murillo García,Right Wing Back,-0.88365304,11.360155
836,26086,8,Stopper CB,Pablo Orbaiz Lesaka,Left Center Midfield,-3.2180357,2.7164826
837,26028,1,Generalist,Fernando Amorebieta Mardaras,Center Back,-1.0728923,11.101813
838,26032,1,Generalist,Unai Expósito Medina,Left Wing Back,-1.0498924,11.107309
839,26085,8,Stopper CB,Luis Prieto Zalbidegoitia,Left Center Back,-3.9584787,3.5424232
840,15606,3,Possession system elite,Joseba Andoni Etxeberria Lizardi,Right Attacking Midfield,0.4412841,-3.3015702
841,26031,8,Stopper CB,Andoni Iraola Sagarna,Right Center Back,-3.1594458,3.1155941
842,25961,7,Aggressive stopper,Ramón de Quintana Dalmau,Right Center Back,-3.0511367,4.12388
843,25965,6,Defensive anchor,Roberto Suárez Álvarez,Right Defensive Midfield,0.5035693,4.709942
844,25959,7,Aggressive stopper,Alejandro Varela López,Right Back,-2.4381397,4.1387944
845,25957,7,Aggressive stopper,Andrés José Fleurquin Rubio,Left Defensive Midfield,-2.391105,4.7703094
846,25964,6,Defensive anchor,Matías Nicolás Pavoni,Center Attacking Midfield,0.3659453,3.991936
847,25966,1,Generalist,Oliverio Jesús Alvarez González,Center Forward,0.59994954,9.645086
848,25967,5,Wide progressive,Enrique Fernando Ortiz Moruno,Right Wing,3.3180203,3.7452354
849,25955,2,Box-to-box engine,Jonathan Sesma González,Left Wing,1.5129689,7.0261517
850,25953,0,Shot-stopper,Armando Riveiro de Aguilar Malda,Goalkeeper,13.693409,6.329997
851,25963,8,Stopper CB,José Julián De La Cuesta Herrera,Left Center Back,-3.077782,3.0620074
852,25951,7,Aggressive stopper,Mário Fernando Magalhães da Silva,Left Back,-2.8677392,4.1334352
853,25945,3,Possession system elite,Manuel Pérez Rodrigo,Right Defensive Midfield,-1.4013711,-1.4023904
854,25947,4,Creative playmaker,Fabián Larry Estoyanoff Poggio,Center Forward,3.117248,-0.019142594
855,25912,0,Shot-stopper,Ricardo López Felipe,Goalkeeper,13.774044,6.416145
856,19331,5,Wide progressive,Savo Milošević,Center Forward,2.932209,1.7883346
857,25914,1,Generalist,Rafael Clavero Prados,Left Back,-0.32832995,10.532842
858,17304,3,Possession system elite,Héctor Junior Firpo Adames,Left Back,0.59534955,-3.1202629
859,6374,3,Possession system elite,Nélson Cabral Semedo,Right Back,0.74325377,-3.0707111
860,6705,3,Possession system elite,José Ángel Valdés Díaz,Left Back,-0.76944226,-2.8236587
861,6826,3,Possession system elite,Clément Lenglet,Left Center Back,-0.46964473,-3.0841146
862,8206,5,Wide progressive,Arturo Erasmo Vidal Pardo,Right Center Midfield,2.178119,1.4795117
863,6910,5,Wide progressive,Eduardo Expósito Jaén,Left Defensive Midfield,2.523364,3.4688685
864,23981,4,Creative playmaker,Álvaro Tejero Sacristán,Right Back,0.46337122,-2.2453876
865,11392,3,Possession system elite,Arthur Henrique Ramos de Oliveira Melo,Left Center Midfield,0.5817183,-3.1154566
866,23803,10,Aerial commander,Esteban Rodrigo Burgos,Right Center Back,-2.9217393,1.3350424
867,6698,0,Shot-stopper,Marko Dmitrović,Goalkeeper,15.727523,2.158156
868,8555,-1,Uncategorised,Pablo Ezequiel De Blasis,Left Wing,0.336648,1.8900056
869,8118,3,Possession system elite,Frenkie de Jong,Left Center Midfield,0.70317346,-3.0440927
870,5492,3,Possession system elite,Samuel Yves Umtiti,Left Center Back,-0.33883458,-3.1539388
871,4447,5,Wide progressive,Martin Braithwaite Christensen,Left Wing,2.987647,3.6303325
872,6851,1,Generalist,Aitor Ruibal García,Right Wing Back,0.7698877,9.456612
873,11730,1,Generalist,Jonathan Cristian Silva,Left Wing Back,0.24442798,10.138793
874,6598,1,Generalist,Unai Bustinza Martínez,Left Center Back,-0.20840049,10.30833
875,3139,6,Defensive anchor,Chidozie Collins Awaziem,Right Center Back,-1.5742347,4.8991985
876,30756,4,Creative playmaker,Anssumane Fati,Left Wing,2.6969435,0.46909815
877,17818,7,Aggressive stopper,Rodrigo Tarín Higón,Center Back,-3.4303985,4.2885685
878,3246,1,Generalist,Guido Marcelo Carrillo,Right Center Forward,1.3517381,9.14343
879,16024,2,Box-to-box engine,Roger Claver Assalé Djapone,Left Center Forward,2.4466863,6.4278164
880,24841,4,Creative playmaker,Ricard Puig Martí,Left Center Midfield,2.3660448,-0.24024035
881,6885,2,Box-to-box engine,Kévin Manuel Rodrigues,Left Wing Back,1.0105171,6.1341615
882,11332,5,Wide progressive,Ibrahim Amadou,Center Attacking Midfield,3.399443,2.9593663
883,16555,6,Defensive anchor,Joseph Aidoo,Right Center Back,-0.34366375,4.1719327
884,5194,1,Generalist,Fyodor Smolov,Left Center Forward,1.0542983,9.675585
885,6799,1,Generalist,Brais Méndez Portela,Left Center Forward,0.47549903,9.796361
886,24273,1,Generalist,Jorge Sáenz de Miera Colmeiro,Left Center Back,-0.09792575,10.407075
887,11388,6,Defensive anchor,Néstor Alejandro Araújo Razo,Center Back,-1.2599729,2.4115572
888,22029,2,Box-to-box engine,Kevin Vázquez Comesaña,Right Wing Back,1.3895439,7.0052958
889,12555,1,Generalist,Okay Yokuşlu,Center Defensive Midfield,0.86981493,9.535239
890,41116,6,Defensive anchor,Jacobo González Rodrigañez,Left Wing Back,0.7900231,3.578213
891,6310,6,Defensive anchor,Filip Bradarić,Center Defensive Midfield,-0.5259112,4.4611683
892,3804,3,Possession system elite,Ferland Mendy,Left Back,-0.11257423,-3.2602696
893,3509,0,Shot-stopper,Thibaut Courtois,Goalkeeper,15.73983,2.1075757
894,6773,5,Wide progressive,Federico Santiago Valverde Dipetta,Right Center Midfield,1.6620455,0.7665118
895,6892,3,Possession system elite,Pau Francisco Torres,Left Center Back,-1.1139393,-2.5096388
896,24729,4,Creative playmaker,Xavier Quintillà Guasch,Left Back,0.8327043,-2.1863532
897,11386,2,Box-to-box engine,Santiago Cazorla González,Center Attacking Midfield,1.887695,5.290539
898,6710,6,Defensive anchor,Rubén Peña Jiménez,Right Back,0.83787036,3.2936282
899,3141,5,Wide progressive,André-Frank Zambo Anguissa,Right Defensive Midfield,2.2665231,3.315812
900,7030,-1,Uncategorised,Raúl Albiol i Tortajada,Right Center Back,-1.3869272,3.809309
901,16335,4,Creative playmaker,Samuel Chimerenka Chukwueze,Right Wing,2.6304152,-0.39369553
902,5477,3,Possession system elite,Ousmane Dembélé,Left Wing,0.8420223,-3.093275
903,3515,4,Creative playmaker,Alberto Moreno Pérez,Left Back,0.18931098,-1.6093957
904,32480,3,Possession system elite,Ronald Federico Araújo da Silva,Right Center Back,-0.08899622,-3.2510724
905,6688,6,Defensive anchor,José Ángel Gómez Campaña,Left Midfield,0.6104438,4.6830425
906,6782,2,Box-to-box engine,Enis Bardhi,Left Midfield,1.8706723,5.2767463
907,23344,0,Shot-stopper,Aitor Fernández Abarisketa,Goalkeeper,13.773221,6.4524283
908,11676,5,Wide progressive,Jorge Miramón Santagertrudis,Right Back,-0.3939931,-0.2847739
909,23948,6,Defensive anchor,Carlos Clerc Martínez,Left Back,0.6056148,4.8599434
910,11669,2,Box-to-box engine,Gonzalo Julián Melero Manzanares,Left Defensive Midfield,1.5686675,6.9981775
911,6682,7,Aggressive stopper,Sergio Postigo Redondo,Right Center Back,-3.029871,3.7709267
912,25006,4,Creative playmaker,Carles Pérez Sayol,Left Wing,2.402294,-0.2676937
913,17303,1,Generalist,Nikola Vukčević,Left Defensive Midfield,-0.1925182,11.80761
914,24083,0,Shot-stopper,Manuel Reina Rodríguez,Goalkeeper,15.424062,2.6590893
915,23986,1,Generalist,Aleix Febas Pérez,Left Midfield,1.5238336,8.631915
916,24576,6,Defensive anchor,Francisco Gámez López,Left Back,-0.31059694,4.273138
917,24087,2,Box-to-box engine,Iddrisu Baba Mohammed,Left Center Midfield,1.2988999,6.7131186
918,24089,1,Generalist,Joan Sastre Vanrell,Left Back,0.57055956,9.627778
919,31090,5,Wide progressive,Takefusa Kubo,Right Midfield,3.0968897,2.6682358
920,24084,7,Aggressive stopper,Martin Valjent,Right Center Back,-2.725693,4.3290744
921,8654,1,Generalist,Ante Budimir,Left Center Forward,0.22956026,11.730824
922,24088,1,Generalist,Daniel José Rodríguez Vázquez,Left Midfield,1.7365867,7.988591
923,11671,1,Generalist,Juan Camilo Hernández Suárez,Left Center Forward,1.6871741,8.125086
924,13599,5,Wide progressive,Carles Aleña Castillo,Left Center Midfield,1.2897216,-0.20174055
925,32185,0,Shot-stopper,Alejandro Remiro Gargallo,Goalkeeper,15.786457,1.7517012
926,24236,5,Wide progressive,Ander Guevara Lajo,Center Defensive Midfield,1.1699439,0.020190889
927,3498,4,Creative playmaker,Ignacio Monreal Eraso,Left Back,0.1404582,-1.6548593
928,8252,5,Wide progressive,Martin Ødegaard,Center Attacking Midfield,1.5573039,0.6835702
929,8819,1,Generalist,Alexander Isak,Center Forward,1.9828463,7.714395
930,3042,5,Wide progressive,Mikel Merino Zazón,Left Defensive Midfield,2.1058543,1.5559591
931,6582,1,Generalist,Cristian Portugués Manzanera,Right Midfield,0.25935334,11.432329
932,6330,5,Wide progressive,Adnan Januzaj,Right Midfield,1.1625533,2.3957803
933,22321,1,Generalist,Ander Barrenetxea Muguruza,Left Midfield,1.8301289,7.9926805
934,12020,4,Creative playmaker,Hernâni Jorge Santos Fortes,Left Midfield,1.1220815,-2.2013984
935,6891,3,Possession system elite,Ezequiel Marcelo Garay,Right Center Back,-2.038116,-1.572658
936,6589,2,Box-to-box engine,Geoffrey Kondogbia,Left Center Midfield,1.1713334,7.5081186
937,6583,1,Generalist,Carlos Soler Barragán,Left Midfield,0.18497138,11.186955
938,6748,5,Wide progressive,Ferrán Torres García,Right Midfield,2.5301387,2.3434005
939,3437,2,Box-to-box engine,Francis Joseph Coquelin,Right Center Midfield,1.9990859,6.8442597
940,6297,5,Wide progressive,Maximiliano Gómez González,Left Center Forward,3.3512828,3.895053
941,24212,8,Stopper CB,Aridane Hernández Umpiérrez,Right Center Back,-4.01657,3.6635413
942,24211,0,Shot-stopper,Sergio Herrera Pirón,Goalkeeper,13.781012,6.4150953
943,24085,-1,Uncategorised,Pervis Josué Estupiñán Tenorio,Left Wing Back,-0.7759899,3.7136648
944,6591,7,Aggressive stopper,Ignacio Vidal Miralles,Right Wing Back,-2.2545419,4.778693
945,23945,1,Generalist,Iñigo Pérez Soto,Left Center Midfield,0.44474173,10.418369
946,23950,1,Generalist,David García Zubiría,Left Center Back,-1.0149668,11.12683
947,23944,1,Generalist,Oier Sanjurjo Mate,Center Defensive Midfield,0.073074855,10.665913
948,30277,1,Generalist,Jon Moncayola Tollar,Center Defensive Midfield,0.37984234,11.615194
949,6810,1,Generalist,José Manuel Arnáiz Díaz,Right Center Forward,-0.53159887,11.905381
950,3265,4,Creative playmaker,José Luis Sanmartín Mato,Center Forward,1.6301985,-1.8253087
951,6590,0,Shot-stopper,Norberto Murara Neto,Goalkeeper,15.7840805,1.7745444
952,6618,3,Possession system elite,Martín Aguirregabiria Padilla,Right Back,-0.5051163,-2.3935459
953,23263,9,Attacking fullback,Lisandro Magallán,Left Center Back,-1.3048658,1.1768515
954,3513,1,Generalist,Oliver Burke,Left Midfield,1.7332733,8.177516
955,6615,1,Generalist,Víctor Laguardia Cisneros,Right Center Back,-0.11415562,10.28887
956,6571,0,Shot-stopper,Roberto Jiménez Gago,Goalkeeper,13.770958,6.1084104
957,6632,1,Generalist,Manuel Alejandro García Sánchez,Left Center Midfield,1.5781828,7.981161
958,6565,1,Generalist,Pere Pons Riera,Right Center Midfield,0.6262135,9.599301
959,24049,5,Wide progressive,Luis Jesús Rioja González,Center Attacking Midfield,2.1665015,3.4609601
960,10318,1,Generalist,Ljubomir Fejsa,Center Defensive Midfield,0.21842064,11.365293
961,6877,8,Stopper CB,Yeray Álvarez López,Left Center Back,-3.5303137,3.3413012
962,11748,0,Shot-stopper,Unai Simón Mendibil,Goalkeeper,14.619218,4.319923
963,6397,8,Stopper CB,Unai Núñez Gestoso,Right Center Back,-3.3849974,2.8230326
964,30225,1,Generalist,Oihan Sancet Tirapu,Center Attacking Midfield,0.34862646,11.324469
965,6387,1,Generalist,Iñigo Córdoba Kerejeta,Left Wing,-0.22226107,11.75161
966,6667,1,Generalist,Mikel Vesga Arruti,Left Defensive Midfield,1.0871493,9.276701
967,11304,4,Creative playmaker,Francisco José Olivas Alba,Right Center Back,0.8356141,-2.0390546
968,24141,2,Box-to-box engine,Federico San Emeterio Díaz,Right Center Midfield,1.2463453,6.267245
969,11300,1,Generalist,Rubén Alcaraz Jiménez,Left Center Midfield,0.21696353,11.244393
970,22020,-1,Uncategorised,Joaquín Fernández Moreno,Center Defensive Midfield,0.41309708,1.6220598
971,21225,9,Attacking fullback,Javier Sánchez de Felipe,Left Center Back,-1.5536703,-0.2086018
972,11297,3,Possession system elite,Javier Moyano Lujano,Right Back,-0.721327,-2.8442135
973,40881,5,Wide progressive,Enrique Pérez Muñoz,Center Attacking Midfield,3.1883662,2.6916826
974,17027,2,Box-to-box engine,Sergio Guardiola Navarro,Right Center Forward,2.2113392,6.8412547
975,11296,-1,Uncategorised,Óscar Plano Pedreño,Center Attacking Midfield,1.4887455,4.9649935
976,12073,4,Creative playmaker,Pablo Hervías Ruiz,Right Midfield,1.2581058,-2.1499226
977,6760,5,Wide progressive,Enes Ünal,Center Attacking Midfield,2.7768118,3.611019
978,24777,5,Wide progressive,Waldo Rubio Martín,Left Center Forward,2.1926432,3.3253517
979,22128,3,Possession system elite,Robin Aime Robert Le Normand,Left Center Back,-0.6520551,-2.9072864
980,6670,5,Wide progressive,Andoni Gorosabel Espinosa,Right Back,0.4279521,0.067245185
981,6635,10,Aerial commander,Leandro Daniel Cabrera Sasía,Left Center Back,-2.960488,0.72128093
982,32670,6,Defensive anchor,Víctor Gómez Perea,Right Back,0.42924017,3.5354066
983,6768,0,Shot-stopper,Diego López Rodríguez,Goalkeeper,13.884018,5.7407794
984,6754,2,Box-to-box engine,David López Silva,Center Defensive Midfield,1.2944212,6.362673
985,11293,-1,Uncategorised,Fernando Calero Villa,Right Center Back,-1.7829843,1.2480459
986,6866,1,Generalist,Marc Roca Junqué,Left Center Midfield,0.25605053,10.058959
987,31885,1,Generalist,Pol Lozano Vizuete,Right Center Forward,0.28894675,11.311458
988,16209,5,Wide progressive,Raúl de Tomás Gómez,Left Center Forward,2.7931051,3.8057454
989,11167,6,Defensive anchor,Felipe Augusto de Almeida Monteiro,Left Center Back,-1.7824591,4.8762846
990,26532,6,Defensive anchor,Renan Augusto Lodi dos Santos,Left Back,-0.29949632,2.2696338
991,5198,1,Generalist,Diego da Silva Costa,Left Center Forward,1.6530933,8.323392
992,5696,9,Attacking fullback,Santiago Arias Naranjo,Right Back,-0.80814904,-0.14198533
993,12041,4,Creative playmaker,João Félix Sequeira,Left Center Forward,2.8042507,-0.7615367
994,3245,1,Generalist,Thomas Lemar,Right Midfield,0.4627024,11.110905
995,3477,1,Generalist,Álvaro Borja Morata Martín,Left Center Forward,1.459488,8.60714
996,24730,3,Possession system elite,Lucas René Olaza Catrofe,Left Center Back,-0.6780444,-2.8067276
997,6798,4,Creative playmaker,Stanislav Lobotka,Right Center Midfield,2.4365265,0.4335325
998,5516,4,Creative playmaker,Pione Sisto Ifolo Emirmija,Left Center Forward,2.1956391,0.72787654
999,11389,4,Creative playmaker,Francisco José Beltrán Peinado,Center Defensive Midfield,1.0295963,-1.9023887
1000,11292,5,Wide progressive,Pedro Antonio Porro Sauceda,Right Back,0.77917,0.1066088
1001,17520,4,Creative playmaker,Federico Barba,Left Back,-0.004381033,-1.6515754
1002,11303,6,Defensive anchor,Anuar Mohamed Tuhami,Left Center Midfield,0.66211236,5.182667
1003,30519,6,Defensive anchor,Mohamed Salisu,Left Center Back,-0.043885857,3.397928
1004,24613,4,Creative playmaker,Alejandro Pozo Pozo,Right Back,1.1383677,-2.0614376
1005,24269,2,Box-to-box engine,Marc Pedraza Sarto,Right Defensive Midfield,1.7225869,6.585565
1006,24079,4,Creative playmaker,Júnior Wakalibille Lago,Left Midfield,2.9932508,-0.3475983
1007,6930,1,Generalist,Jonathan Calleri,Right Center Forward,0.3373608,11.604643
1008,6902,1,Generalist,Óscar Melendo Jiménez,Left Midfield,0.50266767,11.038666
1009,30421,4,Creative playmaker,Matías Ezequiel Vargas Martín,Left Midfield,1.339715,-2.3939407
1010,4445,8,Stopper CB,Jules Koundé,Right Center Back,-2.8715916,2.4500034
1011,11541,0,Shot-stopper,Tomáš Vaclík,Goalkeeper,15.50182,2.5296998
1012,4345,5,Wide progressive,Lucas Ariel Ocampos,Right Wing,2.7527707,2.2731643
1013,18620,4,Creative playmaker,Sergio Reguilón Rodríguez,Left Back,0.028153148,-2.3516433
1014,16003,6,Defensive anchor,Fernando Francisco Reges,Center Defensive Midfield,0.18456592,3.8020592
1015,3366,3,Possession system elite,Diego Carlos Santos Silva,Left Center Back,-1.9159483,-1.7067555
1016,20033,1,Generalist,Luuk de Jong,Center Forward,0.8835509,10.28277
1017,7022,6,Defensive anchor,Jesús Joaquín Fernández Sáez de la Torre,Left Wing,0.84296286,3.3572507
1018,6301,1,Generalist,Youssef En-Nesyri,Center Forward,-0.69115096,11.959998
1019,18395,5,Wide progressive,Vinícius José Paixão de Oliveira Júnior,Left Midfield,2.8374414,2.0694175
1020,6708,6,Defensive anchor,Paulo André Rodrigues de Oliveira,Right Center Back,-1.7703198,2.3733497
1021,5214,6,Defensive anchor,William Silva de Carvalho,Left Center Midfield,0.17000575,3.1259077
1022,16309,0,Shot-stopper,Joel Robles Blázquez,Goalkeeper,15.792665,1.7342068
1023,23522,6,Defensive anchor,Emerson Aparecido Leite de Souza Junior,Right Back,-1.5360345,4.917165
1024,11538,2,Box-to-box engine,Alejandro Moreno Lopera,Left Back,0.69448483,6.0989785
1025,26404,6,Defensive anchor,Guido Rodríguez,Center Defensive Midfield,0.8163286,4.3848577
1026,6648,6,Defensive anchor,Aïssa Mandi,Right Center Back,-1.3391722,2.271807
1027,2948,4,Creative playmaker,Nabil Fekir,Left Midfield,3.0967243,-0.05494499
1028,11391,1,Generalist,Borja Iglesias Quintas,Center Forward,-0.27043942,11.777508
1029,23807,8,Stopper CB,Domingos Sousa Coutinho Meneses Duarte,Right Center Back,-3.4079893,2.8931634
1030,24134,6,Defensive anchor,Germán Sánchez Barahona,Left Center Back,-1.6269039,2.328702
1031,24140,0,Shot-stopper,Rui Tiago Dantas da Silva,Goalkeeper,15.4512,2.6201477
1032,16249,1,Generalist,Yangel Clemente Herrera Ravelo,Right Defensive Midfield,-0.38450348,11.8466425
1033,25702,7,Aggressive stopper,Carlos Neva Tey,Left Back,-2.045291,4.1324067
1034,24133,7,Aggressive stopper,Víctor David Díaz Miguel,Right Back,-1.7336057,4.100436
1035,11501,1,Generalist,Darwin Daniel Machís Marcano,Left Wing,1.297154,8.938049
1036,24126,1,Generalist,José Antonio Rodríguez Díaz,Right Wing,0.61148274,10.617233
1037,6982,1,Generalist,Maxime Gonalons,Left Defensive Midfield,-0.7388954,11.957382
1038,6603,7,Aggressive stopper,Dimitrios Siovas,Left Center Back,-2.3373203,3.9982057
1039,16212,1,Generalist,Óscar Rodríguez Arnaiz,Right Wing,0.27023512,11.036518
1040,5674,3,Possession system elite,Moussa Wagué,Right Back,0.045180056,-3.323989
1041,5830,1,Generalist,Kenneth Josiah Omeruo,Center Back,-1.061744,11.096594
1042,17620,1,Generalist,Marc Cucurella Saseta,Left Back,0.22972837,10.20556
1043,6722,0,Shot-stopper,David Soria Solís,Goalkeeper,15.7141,2.1848414
1044,6901,1,Generalist,Nemanja Maksimović,Left Defensive Midfield,-0.78648806,11.963918
1045,6634,7,Aggressive stopper,Djené Dakonam Ortega,Right Center Back,-2.3249278,4.1762547
1046,7104,1,Generalist,Mathías Olivera Miramontes,Left Back,0.3439564,9.973828
1047,6863,1,Generalist,Mauro Wilney Arambarri Rosa,Right Defensive Midfield,-0.6206097,11.895336
