matrix_row,player_id,label,archetype,name,position,x,y
457,6651,4,Creative playmaker,Joaquín Sánchez Rodríguez,Right Midfield,1.8133326,-1.5269791
458,6630,5,Wide progressive,Jorge Molina Vidal,Right Center Forward,3.15055,2.8535366
459,3601,5,Wide progressive,Charly Musonda Junior,Left Midfield,3.1331084,1.9484657
460,6655,5,Wide progressive,Fabián Ruiz Peña,Center Attacking Midfield,2.3574686,2.9294612
461,24132,3,Possession system elite,Francisco Miguel Varela Martín,Left Back,-1.4420161,-1.322442
462,26209,3,Possession system elite,Manuel Pablo García Díaz,Left Back,-1.2858508,-1.7120302
463,20086,0,Shot-stopper,Stipe Pletikosa,Goalkeeper,13.760513,6.371528
464,5539,5,Wide progressive,Carlos Henrique Casimiro,Center Defensive Midfield,1.2859244,2.5583177
465,5597,0,Shot-stopper,Keylor Navas Gamboa,Goalkeeper,15.124344,3.183146
466,6807,3,Possession system elite,Roberto Suárez Pier,Left Back,-0.89468515,-1.8334717
467,6392,5,Wide progressive,Íñigo Lekue Martínez,Left Wing,1.6294364,1.0483711
468,24711,2,Box-to-box engine,David Carmona Sierra,Right Back,1.0351051,6.200595
469,30454,5,Wide progressive,Francisco José Sánchez Rodríguez,Right Wing,1.8020319,2.653881
470,23802,1,Generalist,Juan Muñoz Muñoz,Center Forward,0.7140426,10.579667
471,6749,6,Defensive anchor,Diego González Polanco,Left Center Back,-0.2384291,2.5389297
472,5737,6,Defensive anchor,Steven N''Kemboanza Mike Christopher Nzonzi,Left Defensive Midfield,-0.3959852,2.60608
473,3253,3,Possession system elite,Adil Rami,Right Center Back,-1.8646023,-1.6492066
474,8523,4,Creative playmaker,Yevhen Konoplyanka,Left Wing,1.7618035,-1.7001758
475,6393,5,Wide progressive,Iñaki Williams Arthuer,Right Wing,3.107184,2.6941538
476,12191,6,Defensive anchor,Gorka Elustondo Urkola,Right Defensive Midfield,-0.47142226,4.47555
477,7577,6,Defensive anchor,Carles Planas Antolínez,Left Back,-0.6034382,2.368683
478,6376,10,Aerial commander,Stefan Savić,Right Center Back,-2.8602693,1.2007519
479,27341,4,Creative playmaker,Marcelo Alfonso Díaz Rojas,Left Defensive Midfield,0.17705907,-1.3526039
480,6797,4,Creative playmaker,Daniel Wass,Right Center Midfield,0.14539723,-1.3358985
481,6038,1,Generalist,John Guidetti,Center Forward,1.6150897,8.2762985
482,6320,4,Creative playmaker,Filipe Luís Kasmirski,Left Back,0.13005507,-1.1477542
483,23785,4,Creative playmaker,Théo Bongonda Mbul''Ofeko Batombo,Left Wing,2.858693,-0.24466546
484,5633,4,Creative playmaker,Yannick Ferreira Carrasco,Left Midfield,2.6450255,-0.6383752
485,16539,9,Attacking fullback,Diego Antonio Reyes Rosales,Right Center Back,-1.8543826,-0.04248886
486,6898,0,Shot-stopper,Jaume Doménech Sánchez,Goalkeeper,14.56999,4.3599377
487,6592,6,Defensive anchor,Rúben Miguel Nunes Vezo,Left Center Back,-1.7186472,2.5582902
488,10037,2,Box-to-box engine,Danilo Barbosa da Silva,Right Center Midfield,2.0807476,5.344232
489,6669,5,Wide progressive,David Zurutuza Veillet,Left Wing,1.9130882,1.7482305
490,6906,1,Generalist,Jon Bautista Orgilles,Center Forward,0.87467843,10.247846
491,6685,2,Box-to-box engine,Mikel Oyarzabal Ugarte,Left Wing,2.311484,5.4412313
492,27482,10,Aerial commander,Aderllan Leandro de Jesus Santos,Left Center Back,-2.44106,0.94739467
493,6679,9,Attacking fullback,Aritz Elustondo Irribaria,Right Back,-0.9992117,0.61029476
494,6763,2,Box-to-box engine,Pablo Daniel Piatti,Left Wing,1.9075179,6.820168
495,31469,5,Wide progressive,Andrés Pascual Santoja,Left Wing,3.1317825,4.595343
496,8522,4,Creative playmaker,Armindo Tué Na Bangna,Left Wing,2.623625,-0.60073674
497,6676,3,Possession system elite,Igor Zubeldia Elorza,Right Center Back,-0.40019876,-3.0516822
498,6377,5,Wide progressive,Ángel Martín Correa,Right Midfield,2.7788029,3.6957967
499,9403,2,Box-to-box engine,Izet Hajrović,Left Wing,1.4243671,6.1603365
500,9462,5,Wide progressive,José Ignacio Peleteiro Ramallo,Center Attacking Midfield,2.6936064,2.85188
501,25997,5,Wide progressive,Jonás Manuel Gutiérrez,Left Wing,2.087503,2.7513747
502,24453,1,Generalist,Josip Radošević,Right Defensive Midfield,0.5656097,9.657967
503,16426,5,Wide progressive,Wanderson Maciel Sousa Campos,Left Wing,3.0033255,3.3659208
504,6872,8,Stopper CB,Bruno González Cabrera,Left Center Back,-2.870969,2.5781243
505,6654,0,Shot-stopper,Antonio Adán Garrido,Goalkeeper,14.158512,5.0554075
506,27348,1,Generalist,Ricky van Wolfswinkel,Right Center Forward,1.7185199,7.951909
507,23994,6,Defensive anchor,Alejandro Menéndez Díez,Left Wing,-0.22375317,4.4955754
508,186264,4,Creative playmaker,Foued Kadir,Right Wing,1.8378298,-1.288559
509,16332,7,Aggressive stopper,Ognjen Vranješ,Right Back,-2.8251905,4.606625
510,7158,-1,Uncategorised,Cristiano Biraghi,Left Back,-1.829937,1.1893133
511,6599,6,Defensive anchor,Rubén Salvador Pérez Del Mármol,Right Defensive Midfield,-0.05225115,4.2948356
512,8697,0,Shot-stopper,Andrés Eduardo Fernández Moreno,Goalkeeper,14.587668,4.341584
513,16338,6,Defensive anchor,Uche Henry Agbo,Left Center Midfield,1.0393915,4.5650578
514,6847,2,Box-to-box engine,Adalberto Peñaranda Maestre,Right Center Forward,2.3735442,6.508085
515,26781,8,Stopper CB,Diego Mainz García,Right Center Back,-2.9690206,2.3357491
516,7170,1,Generalist,Simone Verdi,Center Attacking Midfield,1.3466907,8.88529
517,20064,6,Defensive anchor,Hugo Miguel Almeida Costa Lopes,Right Back,-1.0302738,2.4244404
518,26009,5,Wide progressive,Roberto Soldado Rillo,Left Center Forward,3.227201,2.6430852
519,6605,6,Defensive anchor,Joseba Zaldúa Bengoetxea,Right Back,-1.345763,2.6846638
520,6935,9,Attacking fullback,Adrián Marín Gómez,Left Back,-0.79594576,0.2038379
521,6735,4,Creative playmaker,Adrián López Álvarez,Left Center Forward,2.4925277,0.41280782
522,10754,5,Wide progressive,Héctor Hernández Ortega,Left Back,0.37988424,-0.049036052
523,21210,5,Wide progressive,Mariano Ferreira Filho,Right Back,-0.54759437,-0.105882645
524,26723,5,Wide progressive,Álvaro Cejudo Carmona,Right Wing,2.2924266,2.9447389
525,5484,8,Stopper CB,Lucas Hernández Pi,Left Center Back,-2.5310342,3.2162137
526,26783,-1,Uncategorised,Roque Luis Santa Cruz Cantero,Right Center Forward,2.8423023,1.4915011
527,31904,0,Shot-stopper,Giedrius Arlauskis,Goalkeeper,14.078094,5.263057
528,6624,4,Creative playmaker,Jorge Franco Alviz,Left Wing,1.9152493,-1.4491085
529,6701,6,Defensive anchor,Joan Jordán Moreno,Left Defensive Midfield,0.80894154,3.5074484
530,15602,3,Possession system elite,Juan Carlos Valerón Santana,Center Attacking Midfield,-0.0060444125,-3.3188965
531,19454,10,Aerial commander,Ricardo Miguel Moreira da Costa,Left Center Back,-2.8280292,1.2809457
532,3292,5,Wide progressive,Abdoulaye Doucouré,Left Defensive Midfield,1.9374622,3.5818615
533,26222,3,Possession system elite,José Eduardo Rosa Vale de Castro,Right Center Back,-1.6134913,-1.2455486
534,18925,6,Defensive anchor,Ignacio Cases Mora,Left Defensive Midfield,0.8177824,4.380204
535,40822,4,Creative playmaker,Daniel Arnaud N''Di	,Center Attacking Midfield,3.0631614,0.6145934
536,4406,9,Attacking fullback,Aymen Abdennour,Left Center Back,-1.6311818,-0.25138453
537,5741,5,Wide progressive,Enzo Nicolás Pérez,Center Defensive Midfield,1.3580875,2.2382538
538,6865,6,Defensive anchor,Francisco José Molinero Calderón,Right Back,-1.2267472,2.2429879
539,24144,5,Wide progressive,Ángel Montoro Sánchez,Left Defensive Midfield,0.6059902,-0.19525766
540,26448,3,Possession system elite,Javier Garrido Behovide,Left Back,-1.1565584,-2.153902
541,27251,5,Wide progressive,Francisco José Perdomo Borges,Right Back,2.7906525,3.5416694
542,3379,0,Shot-stopper,Alphonse Areola,Goalkeeper,14.204915,4.961281
543,6737,2,Box-to-box engine,Alfonso Pedraza Sag,Left Midfield,2.2841055,6.7402496
544,6765,5,Wide progressive,Rodrigo Hernández Cascante,Left Defensive Midfield,1.2742375,0.5218792
545,12021,5,Wide progressive,Óliver Torres Muñoz,Right Midfield,2.1962447,2.931815
546,6795,0,Shot-stopper,Rubén Blanco Veiga,Goalkeeper,15.34508,2.7896922
547,6600,2,Box-to-box engine,Claudio Beauvue,Right Wing,2.2842793,5.3881426
548,24162,6,Defensive anchor,Xavier Torres Buigues,Right Defensive Midfield,-0.4440599,3.2645469
549,6873,4,Creative playmaker,Francisco Portillo Soler,Left Midfield,1.8199667,-1.3018066
550,5202,9,Attacking fullback,José Ignacio Fernández Iglesias,Left Center Back,-1.5778106,-0.5774686
551,26288,2,Box-to-box engine,Jonathan Javier Rodríguez Portillo,Center Forward,2.4007912,6.7176933
552,26647,5,Wide progressive,Henok Goitom,Center Forward,3.195405,4.3490386
553,23838,2,Box-to-box engine,Pablo Pérez Rodríguez,Right Wing,1.4481618,6.9723196
554,6349,10,Aerial commander,Federico Julián Fazio,Left Center Back,-2.8335178,0.92879593
555,6606,1,Generalist,Javier Eraso Goñi,Center Attacking Midfield,1.5459428,8.465787
556,3063,4,Creative playmaker,Danilo Luiz da Silva,Right Back,0.3864076,-2.2185252
557,3240,0,Shot-stopper,Mathew Ryan,Goalkeeper,15.442401,2.6271653
558,4558,4,Creative playmaker,Pape Cheikh Diop Gueye,Right Wing,3.1807964,0.9788692
559,16073,2,Box-to-box engine,Aras Özbiliz,Center Attacking Midfield,1.1926357,7.0080795
560,18398,2,Box-to-box engine,Omar Mascarell González,Right Defensive Midfield,0.71796334,6.349794
561,18904,6,Defensive anchor,Claudio Matías Kranevitter,Left Defensive Midfield,-0.5751522,4.511162
562,37212,1,Generalist,Leandro Damião da Silva dos Santos,Right Center Forward,0.97938097,9.62571
563,6559,5,Wide progressive,Juan Carlos Pérez López,Left Midfield,0.58832526,-0.041047618
564,27305,0,Shot-stopper,Germán Darío Lux,Goalkeeper,14.67178,4.226332
565,27342,5,Wide progressive,Josep Señé Escudero,Left Wing,3.2060404,2.9667053
566,24782,5,Wide progressive,Jonhatan Montiel Caballero,Center Attacking Midfield,2.3403935,3.0872238
567,6666,5,Wide progressive,Sabin Merino Zuloaga,Left Wing,2.6576388,3.5750618
568,25984,6,Defensive anchor,Ángel Domingo López Ruano,Right Back,-1.6474301,2.288893
569,11537,0,Shot-stopper,Alberto García Cabrera,Goalkeeper,14.281542,4.816231
570,6573,8,Stopper CB,Bernardo José Espinosa Zúñiga,Left Center Back,-2.8628051,2.9920723
571,21147,1,Generalist,Borja Mayoral Moya,Center Forward,1.7745895,8.107675
572,5456,4,Creative playmaker,Mateo Kovačić,Left Center Midfield,1.852721,-1.1396772
573,6677,5,Wide progressive,Imanol Agirretxe Arruti,Center Forward,3.1977832,4.239092
574,11543,3,Possession system elite,José Antonio Dorado Ramírez,Left Center Back,-1.4784161,-1.461601
575,19431,9,Attacking fullback,Fernando Damián Tissone,Right Defensive Midfield,-0.721062,0.15465353
576,6725,4,Creative playmaker,Zakaria Bakkali,Left Wing,2.7336004,0.22215791
577,20063,5,Wide progressive,Javier Ontiveros Parra,Left Midfield,2.426746,3.554073
578,197493,1,Generalist,Mikel Arruabarrena Aranbide,Center Attacking Midfield,1.8617697,7.6858077
579,26689,5,Wide progressive,Nauzet Alemán Viera,Right Midfield,1.2505342,-0.13831839
580,6840,2,Box-to-box engine,Marcos Llorente Moreno,Left Center Midfield,2.125213,7.144524
581,17622,5,Wide progressive,Jackson Arley Martínez Valencia,Left Center Forward,3.152935,4.1100225
582,4418,8,Stopper CB,Matheus Dória Macedo,Left Center Back,-2.6346436,3.6599774
583,25126,5,Wide progressive,Nicolás Federico López Alonso,Left Wing,3.1124616,2.4414937
584,26941,9,Attacking fullback,Francisco Javier García Noblejas Hernanz,Left Back,-1.3124174,1.1174792
585,6684,1,Generalist,Roger Martí Salvador,Left Center Forward,1.2392734,9.438713
586,26518,1,Generalist,Enrique Sola Clemente,Center Forward,1.0328635,9.507036
587,6845,5,Wide progressive,Ager Aketxe Barrutia,Left Wing,1.3347253,0.4489169
588,11634,5,Wide progressive,Cristiano Piccini,Right Back,-0.25987872,-0.42228192
589,27345,6,Defensive anchor,Didier Digard,Left Midfield,-0.00017034833,3.1445878
590,27401,4,Creative playmaker,Bernard Mensah,Center Attacking Midfield,2.518478,-0.14160897
591,15297,3,Possession system elite,Mickaël Ciani,Left Center Back,-1.5091287,-1.2991112
592,27340,2,Box-to-box engine,Dejan Dražić,Right Wing,2.5684836,5.557793
593,10852,5,Wide progressive,Miguel Filipe Nunes Cardoso,Center Attacking Midfield,2.9104302,4.277353
594,27154,7,Aggressive stopper,Nikolaos Karabelas,Left Back,-1.4347744,3.9714541
595,24318,8,Stopper CB,Alberto Guitián Ceballos,Right Center Back,-2.6221492,3.6306434
596,24086,6,Defensive anchor,Antonio José Raillo Arenas,Left Center Back,-1.8469697,2.7738612
597,26801,8,Stopper CB,Jordi Figueras Montel,Left Center Back,-2.741477,3.301699
598,19724,5,Wide progressive,Rafael van der Vaart,Left Midfield,1.3186558,2.6073856
599,24143,5,Wide progressive,Álvaro Vadillo Cifuentes,Left Wing,3.1049063,3.106915
600,9246,-1,Uncategorised,Patrick Ebert,Center Attacking Midfield,1.5991931,3.1621554
601,24249,2,Box-to-box engine,Juan Muñiz Gallego,Right Center Forward,1.8444548,6.7673435
602,30429,2,Box-to-box engine,Hugo Fraile Martín,Right Wing,0.7191153,6.234231
603,8264,4,Creative playmaker,Adnane Tighadouini,Left Wing,2.5683603,-0.8084853
604,24277,5,Wide progressive,Vincenzo Renato Rennella,Right Center Forward,3.1637106,2.991264
605,27155,10,Aerial commander,Bojan Jokić,Left Back,-2.8932161,1.7435665
606,24577,5,Wide progressive,Salvador Ruiz Rodríguez,Left Back,-0.3540908,-0.4074504
607,21877,3,Possession system elite,Ignacio Monsalve Vicente,Right Center Back,-1.1654084,-2.4688168
608,8866,1,Generalist,Carlos Fernández Luna,Center Forward,-0.10849132,11.820781
609,23972,5,Wide progressive,José Joaquín Matos García,Left Back,0.2994997,-0.09249308
610,23936,5,Wide progressive,Antonio Jesús Cotán Pérez,Right Defensive Midfield,1.0071218,0.2849759
611,11212,3,Possession system elite,Fábio Ricardo Gomes Fonseca,Right Wing,0.5861741,-3.219511
612,12349,6,Defensive anchor,Wilfried Aimeric Zahibo,Left Defensive Midfield,0.82581234,3.5838485
613,6662,0,Shot-stopper,Iago Herrerín Buisán,Goalkeeper,15.0343685,3.343991
614,75537,7,Aggressive stopper,David Goldar Gómez,Right Center Back,-2.5280776,4.0463943
615,6834,1,Generalist,Gerard Gumbau Garriga,Center Defensive Midfield,0.700458,10.007242
616,11146,5,Wide progressive,Luis Carlos Fariña Olivera,Center Attacking Midfield,3.1731055,3.2008352
617,7904,6,Defensive anchor,Javi Castellano Betancor,Left Center Midfield,-1.4703665,4.876809
618,21229,6,Defensive anchor,Sergi Samper Montaña,Center Defensive Midfield,0.8566173,3.3555698
619,20055,0,Shot-stopper,Marc-André ter Stegen,Goalkeeper,15.795053,1.7425278
620,26256,7,Aggressive stopper,Igor Lichnovsky Osorio,Left Center Back,-2.938838,4.5167904
621,25873,9,Attacking fullback,Oleguer Presas Renom,Right Back,-1.6161164,-0.511294
622,17797,6,Defensive anchor,Giovanni van Bronckhorst,Left Back,-1.6525625,2.489813
623,25882,5,Wide progressive,Edgar Patricio De Carvalho Pacheco,Left Wing,1.5295558,0.7044683
624,25877,4,Creative playmaker,Márcio Amoroso dos Santos,Center Forward,3.074357,0.527203
625,20176,0,Shot-stopper,Víctor Valdés Arribas,Goalkeeper,15.124974,3.191923
626,20125,9,Attacking fullback,Carles Puyol i Saforcada,Right Center Back,-1.7546496,-0.598469
627,25863,3,Possession system elite,Juliano Haus Belletti,Right Back,-0.7875929,-2.599413
628,25870,0,Shot-stopper,Juan Jesús Calatayud Sánchez,Goalkeeper,13.709203,6.549695
629,25866,8,Stopper CB,Raúl Iznata Zabala,Left Back,-2.9166129,2.710137
630,25862,8,Stopper CB,Carlos Manuel de Oliveira Magalhães,Right Center Back,-3.360948,3.246278
631,19298,4,Creative playmaker,Samuel Eto''o Fils,Center Forward,2.7693217,-0.6863754
632,25879,3,Possession system elite,Ronaldo de Assis Moreira,Left Wing,0.43959492,-3.2983575
633,25868,8,Stopper CB,Fernando Sanz Durán,Left Center Back,-3.8929892,3.4879975
634,5558,3,Possession system elite,Rafael Márquez Álvarez,Left Center Back,-1.5809839,-1.992953
635,19757,4,Creative playmaker,Anderson Luís de Souza,Left Center Midfield,1.3950577,-1.9179642
636,25875,6,Defensive anchor,Miguel Ángel Lozano Ayala,Left Center Midfield,-0.1817583,3.8355775
637,25883,8,Stopper CB,Juan Jesús Gutiérrez Robles,Left Center Back,-3.2846684,2.7752843
638,25854,4,Creative playmaker,Sylvio Mendes Campos Junior,Left Back,0.38659874,-1.7681007
639,25876,2,Box-to-box engine,Pierre Achille Webó Kouamo,Center Forward,1.8376433,6.05286
640,25874,-1,Uncategorised,Francisco Puñal Martínez,Right Center Midfield,-0.9948037,-0.38277975
641,25871,7,Aggressive stopper,José Izquierdo Martínez,Right Back,-2.8047845,4.5477943
642,25865,8,Stopper CB,José Romero Urtasun,Left Center Back,-3.3202975,3.1212575
643,25867,10,Aerial commander,César Cruchaga Lasa,Right Center Back,-3.3363714,1.5205805
644,25858,0,Shot-stopper,Ricardo Sanzol Goñi,Goalkeeper,13.784874,6.3161077
645,25860,10,Aerial commander,Enrique Corrales Martín,Left Back,-3.1524043,0.6873112
646,25878,4,Creative playmaker,Ludovic Giuly,Right Wing,2.6883667,-0.17696863
647,25861,6,Defensive anchor,Iñaki Muñoz Oroz,Left Center Midfield,0.8334696,3.4441166
648,25864,2,Box-to-box engine,Mohamed El Yaagoubi,Left Midfield,1.6058286,6.909898
649,25869,4,Creative playmaker,David López Moreno,Left Center Forward,2.3037322,-0.7930555
650,25872,5,Wide progressive,Valmiro Lópes Rocha,Center Attacking Midfield,1.8075708,0.91616434
651,25856,5,Wide progressive,John Aloisi,Center Forward,3.252773,2.0701623
652,25853,6,Defensive anchor,Ludovic Delporte,Left Wing,0.64165986,3.6086237
653,25905,10,Aerial commander,Santiago Denia Sánchez,Right Back,-2.7227614,1.5309613
654,25901,0,Shot-stopper,Raúl Valbuena Cano,Goalkeeper,13.871658,5.9403515
655,25903,7,Aggressive stopper,Laurent Viaud,Center Midfield,-2.9757698,4.5898705
656,25906,5,Wide progressive,Jaime Sánchez Fernández,Left Center Midfield,2.3826382,3.0137272
657,25907,3,Possession system elite,Francisco Javier Rodríguez Vílchez,Right Midfield,0.37758747,-3.3189602
658,24631,8,Stopper CB,Agustín García Iñiguez,Left Center Back,-3.880927,3.7767549
659,25902,7,Aggressive stopper,Carles Domingo Pladevall,Left Back,-3.3107195,4.12402
660,25908,5,Wide progressive,Mark Dennis González Hoffmann,Center Forward,3.1946354,4.297779
661,25900,9,Attacking fullback,Francisco Peña Romero,Left Back,-1.2212597,1.5717098
662,25899,6,Defensive anchor,Gaspar Gálvez Burgos,Left Center Midfield,-1.3621176,2.647593
663,25904,4,Creative playmaker,"Antonio Pacheco D""Agosti",Center Attacking Midfield,3.0957532,0.61474264
664,4325,4,Creative playmaker,Thiago Motta,Right Center Midfield,0.94755507,-1.8865224
665,25898,5,Wide progressive,Iván Díaz Ruiz,Right Center Midfield,1.8989577,3.1969273
666,20321,9,Attacking fullback,Fabio Celestini,Left Center Midfield,-0.6169559,0.19243261
667,25894,1,Generalist,Iñaki Descarga Retegi,Left Back,-0.35117447,10.425692
668,25891,0,Shot-stopper,Juan Luis Mora Palacios,Goalkeeper,13.827931,6.0661097
669,25896,3,Possession system elite,Damià Abella Pérez,Right Back,-1.0600575,-2.4762194
670,25888,8,Stopper CB,Jose Antonio Culebras Arenas,Right Center Back,-3.974761,3.758236
671,25889,7,Aggressive stopper,Pablo Pinillos Caro,Right Back,-2.2639046,4.760001
672,25887,8,Stopper CB,José Alejandro Suárez Martín,Left Center Back,-3.9575362,3.5704987
673,25893,1,Generalist,Alberto Rivera Pizarro,Left Defensive Midfield,0.4093696,9.979978
674,25890,6,Defensive anchor,Jofre González Mateu,Left Wing,1.094779,4.3378663
675,25895,4,Creative playmaker,Felix Dja Ettien Yohou,Right Wing,3.0530295,0.51727253
676,25892,2,Box-to-box engine,Ignacio Pérez Santamaría,Center Attacking Midfield,1.4224935,6.1696916
677,20182,5,Wide progressive,Vladimir Manchev,Center Forward,3.0240543,1.9598936
678,26414,10,Aerial commander,Gustavo Lionel Siviero,Left Center Back,-2.2771344,1.6098615
679,26068,10,Aerial commander,Rubén González Rocha,Right Center Back,-2.2653434,1.0299803
680,26411,7,Aggressive stopper,Óscar Montiel Marín,Right Back,-2.3313286,4.1158867
681,26413,6,Defensive anchor,David Sánchez Rodríguez,Right Center Midfield,0.8797466,3.2965996
682,26410,0,Shot-stopper,Ronald Louis Gaspercic,Goalkeeper,15.170512,3.096778
683,26412,4,Creative playmaker,Pablo Redondo Martínez,Right Wing,0.2856506,-2.0650043
684,26415,5,Wide progressive,Mikel Aguirregomezkorta Larrea,Center Forward,2.4080725,3.4746861
685,26057,9,Attacking fullback,Mariano Andrés Pernía,Left Back,-0.90504104,0.13717017
686,26130,3,Possession system elite,José Manuel Yanguas Calleja,Right Back,-0.7056039,-2.8798153
687,26061,5,Wide progressive,Mario Gutiérrez Cotelo,Right Midfield,1.6241763,2.0733948
688,26129,0,Shot-stopper,Francisco Javier Sánchez Broto,Goalkeeper,13.719641,6.3834763
689,26054,4,Creative playmaker,Gheorghe Craioveanu,Center Forward,1.4612525,-2.0680969
690,8193,5,Wide progressive,Maximiliano Gastón López,Center Forward,2.8941357,3.7035837
691,26058,8,Stopper CB,David Belenguer Reverter,Right Center Back,-3.0908663,2.1806397
692,26060,6,Defensive anchor,Diego Rivas Gutiérrez,Right Center Midfield,0.8859126,3.4147925
693,26055,3,Possession system elite,Iván Sánchez Rico Soto,Right Center Forward,0.64202285,-3.0823424
694,26131,10,Aerial commander,Victoriano Rivas Álvaro,Left Center Back,-3.1770964,0.6849552
695,26053,5,Wide progressive,Ángel Manuel Vivar Dorado,Left Center Forward,1.8632656,1.6311035
696,26128,4,Creative playmaker,Jorge Gonzalez Diaz,Right Center Forward,3.0770953,0.1649855
697,26140,7,Aggressive stopper,Hugo Benjamín Ibarra,Right Back,-3.0295208,4.037583
698,26139,6,Defensive anchor,Antonio Álvarez Pérez,Right Center Midfield,-1.5135136,4.8284354
699,26138,10,Aerial commander,David García De La Cruz,Left Back,-3.359325,1.4879646
700,26137,4,Creative playmaker,Óscar Serrano Rodriguez,Left Midfield,1.2083106,-2.6184654
701,15743,5,Wide progressive,Henrik Larsson,Center Forward,3.1809654,4.3043985
702,26136,8,Stopper CB,Mauricio Roberto Pochettino Trossero,Right Center Back,-3.8818278,3.4382358
703,26105,9,Attacking fullback,Iván De la Peña López,Center Attacking Midfield,-0.9084437,0.06242551
704,26124,2,Box-to-box engine,Maximiliano Rubén Rodríguez,Right Center Forward,1.9311345,6.0485415
705,26109,5,Wide progressive,Raúl Tamudo Montero,Center Forward,3.3790283,3.7580748
706,13811,6,Defensive anchor,José Emilio Amavisca Gárate,Left Wing,-1.3520744,4.884735
707,26135,7,Aggressive stopper,Alex Fernandez Sanchez,Center Defensive Midfield,-3.3009076,4.191323
708,26462,2,Box-to-box engine,Gerardo García León,Right Center Midfield,0.90094036,6.2584786
709,19296,5,Wide progressive,Mark van Bommel,Right Center Midfield,0.7346646,-0.06867851
710,26460,0,Shot-stopper,Francesc Arnau,Goalkeeper,13.926205,5.8203683
711,26044,7,Aggressive stopper,César González Navas,Right Center Back,-3.3846807,4.3250804
712,25910,5,Wide progressive,José Edmílson Gomes de Moraes,Center Defensive Midfield,0.17224617,-0.021720016
713,26246,1,Generalist,Salvador Ballesta Vialcho,Right Center Forward,0.28581974,10.286005
714,26459,8,Stopper CB,Vicente Valcarce Cano,Left Back,-2.8528364,3.1521044
715,26461,2,Box-to-box engine,Pablo González Couñago,Left Center Forward,2.3776412,6.462273
716,25985,1,Generalist,David Coromina Pararols,Left Back,-0.48505297,10.413429
717,25979,7,Aggressive stopper,Eduardo Alonso Álvarez,Right Back,-3.0149665,4.41152
718,25977,2,Box-to-box engine,Alejandro Castro Fernández,Left Center Midfield,0.9983682,6.8453856
719,25981,1,Generalist,Santiago Carpintero Fernández,Right Center Midfield,0.72044706,9.537306
720,25983,7,Aggressive stopper,Josu Sarriegi Zumárraga,Right Center Back,-3.377493,4.3104157
721,25974,0,Shot-stopper,Franco Costanzo,Goalkeeper,13.731932,6.516
722,25987,4,Creative playmaker,Rodolfo Bodipo Díaz,Left Center Forward,2.4850938,-0.07114487
723,25975,-1,Uncategorised,Blagoy Georgiev,Right Midfield,1.4653733,4.077463
724,25764,2,Box-to-box engine,Anderson Luis de Carvalho,Left Midfield,1.7993464,6.9926424
725,25972,1,Generalist,Elton Giovanni Machado,Left Center Midfield,0.24829015,11.646668
726,25934,4,Creative playmaker,Juan Román Riquelme,Right Wing,1.0995436,-1.8918958
727,25940,4,Creative playmaker,José María Romero Poyón,Center Attacking Midfield,2.38227,0.10441429
728,25938,2,Box-to-box engine,Juan Pablo Sorín,Left Wing,0.9364597,5.913125
729,20135,2,Box-to-box engine,Marcos Antonio Senna da Silva,Left Center Midfield,1.2393538,7.003227
730,25939,2,Box-to-box engine,José Joaquín Moreno Verdú,Right Center Midfield,1.1793882,6.269024
731,25937,2,Box-to-box engine,Javier Rodríguez Venta,Right Back,1.1172602,6.976545
732,25936,0,Shot-stopper,Mario Sebastián Viera Galain,Goalkeeper,13.94214,5.6412597
733,25933,8,Stopper CB,Juan Manuel Peña Montaño,Left Center Back,-3.304455,3.1044595
734,25935,1,Generalist,Rodolfo Martín Arruabarrena,Left Back,-0.2824375,10.442171
735,25931,6,Defensive anchor,Gonzalo Javier Rodríguez,Right Center Back,-1.9335824,2.6485991
736,25941,1,Generalist,Luciano Gabriel Figueroa Herrera,Center Forward,-0.23712113,11.864479
737,25929,4,Creative playmaker,Roger García Junyent,Left Back,0.06684628,-1.8721219
738,25925,1,Generalist,Gabriel Francisco García de la Torre,Right Back,0.8734449,9.191892
739,25986,5,Wide progressive,Borja Oubiña Meléndez,Left Defensive Midfield,1.5735599,2.1728396
740,3064,4,Creative playmaker,David Josué Jiménez Silva,Left Wing,1.6457727,-0.5140048
741,25973,10,Aerial commander,Matías Emanuel Lequi,Left Center Back,-2.4910097,1.7492198
742,25971,0,Shot-stopper,Esteban Andrés Suárez,Goalkeeper,15.318066,2.8287535
743,25976,5,Wide progressive,Diego Rodolfo Placente,Left Back,-0.3341604,-0.3808336
744,25969,10,Aerial commander,Sergio Fernández González,Right Center Back,-2.8124418,1.2189702
745,25980,4,Creative playmaker,Néstor Fabián Canobbio Bentaberry,Center Attacking Midfield,0.0590792,-1.8087502
746,25988,3,Possession system elite,João Fernando Nelo,Center Forward,0.85007304,-3.0938563
747,25982,4,Creative playmaker,Antonio Núñez Tena,Right Wing,3.0566225,0.28312665
748,25978,5,Wide progressive,Iriney Santos Da Silva,Right Defensive Midfield,3.1685586,2.8053524
749,25968,5,Wide progressive,Francisco Javier García Guerrero,Right Center Forward,3.2422397,1.9195728
750,26453,10,Aerial commander,Juan Alberto Andreu Alvarado,Right Center Back,-3.2407432,1.1368518
751,26069,9,Attacking fullback,Luis Fernández Gutiérrez,Left Back,-1.2747009,1.3741812
